,id,type,data
46083,ANA201909110,ump3b,welkb901
46084,ANA201909110,howscored,park
46085,ANA201909110,pitches,pitches
46086,ANA201909110,oscorer,munse701
46087,ANA201909110,temp,79
46088,ANA201909110,winddir,tocf
46089,ANA201909110,windspeed,8
46090,ANA201909110,fieldcond,unknown
46091,ANA201909110,precip,unknown
46092,ANA201909110,sky,sunny
46093,ANA201909110,timeofgame,204
46094,ANA201909110,attendance,33952
46095,ANA201909110,wp,carrc003
46096,ANA201909110,lp,peted001
46097,ANA201909110,save,cimba001
46098,ANA201909130,visteam,TBA
46099,ANA201909130,hometeam,ANA
46100,ANA201909130,site,ANA01
46101,ANA201909130,date,2019/09/13
46102,ANA201909130,number,0
46103,ANA201909130,starttime,7:08PM
46104,ANA201909130,daynight,night
46105,ANA201909130,usedh,true
46106,ANA201909130,umphome,knigb901
46107,ANA201909130,ump1b,danlk901
46108,ANA201909130,ump2b,hobep901
46109,ANA201909130,ump3b,davig901
46110,ANA201909130,howscored,park
46111,ANA201909130,pitches,pitches
46112,ANA201909130,oscorer,munse701
46113,ANA201909130,temp,85
46114,ANA201909130,winddir,rtol
46115,ANA201909130,windspeed,7
46116,ANA201909130,fieldcond,unknown
46117,ANA201909130,precip,unknown
46118,ANA201909130,sky,sunny
46119,ANA201909130,timeofgame,187
46120,ANA201909130,attendance,39914
46121,ANA201909130,wp,mortc002
46122,ANA201909130,lp,heana001
46123,ANA201909130,save,
46124,ANA201909140,visteam,TBA
46125,ANA201909140,hometeam,ANA
46126,ANA201909140,site,ANA01
46127,ANA201909140,date,2019/09/14
46128,ANA201909140,number,0
46129,ANA201909140,starttime,6:09PM
46130,ANA201909140,daynight,night
46131,ANA201909140,usedh,true
46132,ANA201909140,umphome,danlk901
46133,ANA201909140,ump1b,hobep901
46134,ANA201909140,ump2b,davig901
46135,ANA201909140,ump3b,knigb901
46136,ANA201909140,howscored,park
46137,ANA201909140,pitches,pitches
46138,ANA201909140,oscorer,munse701
46139,ANA201909140,temp,88
46140,ANA201909140,winddir,tocf
46141,ANA201909140,windspeed,7
46142,ANA201909140,fieldcond,unknown
46143,ANA201909140,precip,unknown
46144,ANA201909140,sky,sunny
46145,ANA201909140,timeofgame,193
46146,ANA201909140,attendance,39056
46147,ANA201909140,wp,richt001
46148,ANA201909140,lp,barrj003
46149,ANA201909140,save,pagae001
46150,ANA201909150,visteam,TBA
46151,ANA201909150,hometeam,ANA
46152,ANA201909150,site,ANA01
46153,ANA201909150,date,2019/09/15
46154,ANA201909150,number,0
46155,ANA201909150,starttime,1:08PM
46156,ANA201909150,daynight,day
46157,ANA201909150,usedh,true
46158,ANA201909150,umphome,hobep901
46159,ANA201909150,ump1b,davig901
46160,ANA201909150,ump2b,knigb901
46161,ANA201909150,ump3b,danlk901
46162,ANA201909150,howscored,park
46163,ANA201909150,pitches,pitches
46164,ANA201909150,oscorer,munse701
46165,ANA201909150,temp,86
46166,ANA201909150,winddir,tocf
46167,ANA201909150,windspeed,7
46168,ANA201909150,fieldcond,unknown
46169,ANA201909150,precip,unknown
46170,ANA201909150,sky,sunny
46171,ANA201909150,timeofgame,174
46172,ANA201909150,attendance,36709
46173,ANA201909150,wp,ramin002
46174,ANA201909150,lp,yarbr001
46175,ANA201909150,save,roblh001
46176,ANA201909240,visteam,OAK
46177,ANA201909240,hometeam,ANA
46178,ANA201909240,site,ANA01
46179,ANA201909240,date,2019/09/24
46180,ANA201909240,number,0
46181,ANA201909240,starttime,7:06PM
46182,ANA201909240,daynight,night
46183,ANA201909240,usedh,true
46184,ANA201909240,umphome,muchm901
46185,ANA201909240,ump1b,drakr901
46186,ANA201909240,ump2b,timmt901
46187,ANA201909240,ump3b,addir901
46188,ANA201909240,howscored,park
46189,ANA201909240,pitches,pitches
46190,ANA201909240,oscorer,munse701
46191,ANA201909240,temp,81
46192,ANA201909240,winddir,tolf
46193,ANA201909240,windspeed,5
46194,ANA201909240,fieldcond,unknown
46195,ANA201909240,precip,unknown
46196,ANA201909240,sky,sunny
46197,ANA201909240,timeofgame,172
46198,ANA201909240,attendance,34505
46199,ANA201909240,wp,peted001
46200,ANA201909240,lp,bailh001
46201,ANA201909240,save,roblh001
46202,ANA201909250,visteam,OAK
46203,ANA201909250,hometeam,ANA
46204,ANA201909250,site,ANA01
46205,ANA201909250,date,2019/09/25
46206,ANA201909250,number,0
46207,ANA201909250,starttime,7:08PM
46208,ANA201909250,daynight,night
46209,ANA201909250,usedh,true
46210,ANA201909250,umphome,drakr901
46211,ANA201909250,ump1b,timmt901
46212,ANA201909250,ump2b,addir901
46213,ANA201909250,ump3b,muchm901
46214,ANA201909250,howscored,park
46215,ANA201909250,pitches,pitches
46216,ANA201909250,oscorer,franm701
46217,ANA201909250,temp,72
46218,ANA201909250,winddir,rtol
46219,ANA201909250,windspeed,11
46220,ANA201909250,fieldcond,unknown
46221,ANA201909250,precip,unknown
46222,ANA201909250,sky,cloudy
46223,ANA201909250,timeofgame,209
46224,ANA201909250,attendance,36865
46225,ANA201909250,wp,sorij001
46226,ANA201909250,lp,roblh001
46227,ANA201909250,save,hendl001
46228,ANA201909260,visteam,HOU
46229,ANA201909260,hometeam,ANA
46230,ANA201909260,site,ANA01
46231,ANA201909260,date,2019/09/26
46232,ANA201909260,number,0
46233,ANA201909260,starttime,7:08PM
46234,ANA201909260,daynight,night
46235,ANA201909260,usedh,true
46236,ANA201909260,umphome,rackd901
46237,ANA201909260,ump1b,may-b901
46238,ANA201909260,ump2b,vanol901
46239,ANA201909260,ump3b,marqa901
46240,ANA201909260,howscored,park
46241,ANA201909260,pitches,pitches
46242,ANA201909260,oscorer,johnc701
46243,ANA201909260,temp,72
46244,ANA201909260,winddir,tocf
46245,ANA201909260,windspeed,8
46246,ANA201909260,fieldcond,unknown
46247,ANA201909260,precip,unknown
46248,ANA201909260,sky,cloudy
46249,ANA201909260,timeofgame,272
46250,ANA201909260,attendance,39658
46251,ANA201909260,wp,cahit001
46252,ANA201909260,lp,biagj001
46253,ANA201909260,save,
46254,ANA201909270,visteam,HOU
46255,ANA201909270,hometeam,ANA
46256,ANA201909270,site,ANA01
46257,ANA201909270,date,2019/09/27
46258,ANA201909270,number,0
46259,ANA201909270,starttime,7:08PM
46260,ANA201909270,daynight,night
46261,ANA201909270,usedh,true
46262,ANA201909270,umphome,may-b901
46263,ANA201909270,ump1b,vanol901
46264,ANA201909270,ump2b,marqa901
46265,ANA201909270,ump3b,rackd901
46266,ANA201909270,howscored,park
46267,ANA201909270,pitches,pitches
46268,ANA201909270,oscorer,munse701
46269,ANA201909270,temp,70
46270,ANA201909270,winddir,rtol
46271,ANA201909270,windspeed,6
46272,ANA201909270,fieldcond,unknown
46273,ANA201909270,precip,unknown
46274,ANA201909270,sky,cloudy
46275,ANA201909270,timeofgame,157
46276,ANA201909270,attendance,41763
46277,ANA201909270,wp,urquj001
46278,ANA201909270,lp,sandp002
46279,ANA201909270,save,
46280,ANA201909280,visteam,HOU
46281,ANA201909280,hometeam,ANA
46282,ANA201909280,site,ANA01
46283,ANA201909280,date,2019/09/28
46284,ANA201909280,number,0
46285,ANA201909280,starttime,6:08PM
46286,ANA201909280,daynight,night
46287,ANA201909280,usedh,true
46288,ANA201909280,umphome,vanol901
46289,ANA201909280,ump1b,marqa901
46290,ANA201909280,ump2b,rackd901
46291,ANA201909280,ump3b,may-b901
46292,ANA201909280,howscored,park
46293,ANA201909280,pitches,pitches
46294,ANA201909280,oscorer,munse701
46295,ANA201909280,temp,68
46296,ANA201909280,winddir,tocf
46297,ANA201909280,windspeed,11
46298,ANA201909280,fieldcond,unknown
46299,ANA201909280,precip,unknown
46300,ANA201909280,sky,overcast
46301,ANA201909280,timeofgame,175
46302,ANA201909280,attendance,35814
46303,ANA201909280,wp,verlj001
46304,ANA201909280,lp,bardl001
46305,ANA201909280,save,osunr001
46306,ANA201909290,visteam,HOU
46307,ANA201909290,hometeam,ANA
46308,ANA201909290,site,ANA01
46309,ANA201909290,date,2019/09/29
46310,ANA201909290,number,0
46311,ANA201909290,starttime,12:09PM
46312,ANA201909290,daynight,day
46313,ANA201909290,usedh,true
46314,ANA201909290,umphome,marqa901
46315,ANA201909290,ump1b,rackd901
46316,ANA201909290,ump2b,may-b901
46317,ANA201909290,ump3b,vanol901
46318,ANA201909290,howscored,park
46319,ANA201909290,pitches,pitches
46320,ANA201909290,oscorer,munse701
46321,ANA201909290,temp,71
46322,ANA201909290,winddir,torf
46323,ANA201909290,windspeed,5
46324,ANA201909290,fieldcond,unknown
46325,ANA201909290,precip,unknown
46326,ANA201909290,sky,cloudy
46327,ANA201909290,timeofgame,210
46328,ANA201909290,attendance,34693
46329,ANA201909290,wp,coleg001
46330,ANA201909290,lp,peted001
46331,ANA201909290,save,harrw002
46332,MIL201903280,visteam,SLN
46333,MIL201903280,hometeam,MIL
46334,MIL201903280,site,MIL06
46335,MIL201903280,date,2019/03/28
46336,MIL201903280,number,0
46337,MIL201903280,starttime,1:10PM
46338,MIL201903280,daynight,day
46339,MIL201903280,usedh,false
46340,MIL201903280,umphome,cedeg901
46341,MIL201903280,ump1b,hudsm901
46342,MIL201903280,ump2b,johna901
46343,MIL201903280,ump3b,wolcq901
46344,MIL201903280,howscored,park
46345,MIL201903280,pitches,pitches
46346,MIL201903280,oscorer,odrit701
46347,MIL201903280,temp,66
46348,MIL201903280,winddir,unknown
46349,MIL201903280,windspeed,0
46350,MIL201903280,fieldcond,unknown
46351,MIL201903280,precip,unknown
46352,MIL201903280,sky,dome
46353,MIL201903280,timeofgame,156
46354,MIL201903280,attendance,45304
46355,MIL201903280,wp,chacj001
46356,MIL201903280,lp,mikom001
46357,MIL201903280,save,hadej001
46358,MIL201903290,visteam,SLN
46359,MIL201903290,hometeam,MIL
46360,MIL201903290,site,MIL06
46361,MIL201903290,date,2019/03/29
46362,MIL201903290,number,0
46363,MIL201903290,starttime,7:10PM
46364,MIL201903290,daynight,night
46365,MIL201903290,usedh,false
46366,MIL201903290,umphome,hudsm901
46367,MIL201903290,ump1b,johna901
46368,MIL201903290,ump2b,wolcq901
46369,MIL201903290,ump3b,cedeg901
46370,MIL201903290,howscored,park
46371,MIL201903290,pitches,pitches
46372,MIL201903290,oscorer,odrit701
46373,MIL201903290,temp,64
46374,MIL201903290,winddir,unknown
46375,MIL201903290,windspeed,0
46376,MIL201903290,fieldcond,unknown
46377,MIL201903290,precip,unknown
46378,MIL201903290,sky,dome
46379,MIL201903290,timeofgame,221
46380,MIL201903290,attendance,30157
46381,MIL201903290,wp,gantj002
46382,MIL201903290,lp,willt003
46383,MIL201903290,save,
46384,MIL201903300,visteam,SLN
46385,MIL201903300,hometeam,MIL
46386,MIL201903300,site,MIL06
46387,MIL201903300,date,2019/03/30
46388,MIL201903300,number,0
46389,MIL201903300,starttime,6:10PM
46390,MIL201903300,daynight,night
46391,MIL201903300,usedh,false
46392,MIL201903300,umphome,johna901
46393,MIL201903300,ump1b,wolcq901
46394,MIL201903300,ump2b,cedeg901
46395,MIL201903300,ump3b,hudsm901
46396,MIL201903300,howscored,park
46397,MIL201903300,pitches,pitches
46398,MIL201903300,oscorer,franw701
46399,MIL201903300,temp,62
46400,MIL201903300,winddir,unknown
46401,MIL201903300,windspeed,0
46402,MIL201903300,fieldcond,unknown
46403,MIL201903300,precip,unknown
46404,MIL201903300,sky,dome
46405,MIL201903300,timeofgame,187
46406,MIL201903300,attendance,36655
46407,MIL201903300,wp,woodb005
46408,MIL201903300,lp,hudsd002
46409,MIL201903300,save,hadej001
46410,MIL201903310,visteam,SLN
46411,MIL201903310,hometeam,MIL
46412,MIL201903310,site,MIL06
46413,MIL201903310,date,2019/03/31
46414,MIL201903310,number,0
46415,MIL201903310,starttime,1:10PM
46416,MIL201903310,daynight,day
46417,MIL201903310,usedh,false
46418,MIL201903310,umphome,wolcq901
46419,MIL201903310,ump1b,cedeg901
46420,MIL201903310,ump2b,hudsm901
46421,MIL201903310,ump3b,johna901
46422,MIL201903310,howscored,park
46423,MIL201903310,pitches,pitches
46424,MIL201903310,oscorer,odrit701
46425,MIL201903310,temp,60
46426,MIL201903310,winddir,unknown
46427,MIL201903310,windspeed,0
46428,MIL201903310,fieldcond,unknown
46429,MIL201903310,precip,unknown
46430,MIL201903310,sky,dome
46431,MIL201903310,timeofgame,174
46432,MIL201903310,attendance,35042
46433,MIL201903310,wp,barnj002
46434,MIL201903310,lp,hickj002
46435,MIL201903310,save,
46436,MIL201904050,visteam,CHN
46437,MIL201904050,hometeam,MIL
46438,MIL201904050,site,MIL06
46439,MIL201904050,date,2019/04/05
46440,MIL201904050,number,0
46441,MIL201904050,starttime,7:11PM
46442,MIL201904050,daynight,night
46443,MIL201904050,usedh,false
46444,MIL201904050,umphome,bakej902
46445,MIL201904050,ump1b,carav901
46446,MIL201904050,ump2b,laynj901
46447,MIL201904050,ump3b,wendh902
46448,MIL201904050,howscored,park
46449,MIL201904050,pitches,pitches
46450,MIL201904050,oscorer,olsod701
46451,MIL201904050,temp,63
46452,MIL201904050,winddir,unknown
46453,MIL201904050,windspeed,0
46454,MIL201904050,fieldcond,unknown
46455,MIL201904050,precip,unknown
46456,MIL201904050,sky,dome
46457,MIL201904050,timeofgame,216
46458,MIL201904050,attendance,34926
46459,MIL201904050,wp,andec001
46460,MIL201904050,lp,quinj001
46461,MIL201904050,save,
46462,MIL201904060,visteam,CHN
46463,MIL201904060,hometeam,MIL
46464,MIL201904060,site,MIL06
46465,MIL201904060,date,2019/04/06
46466,MIL201904060,number,0
46467,MIL201904060,starttime,6:10PM
46468,MIL201904060,daynight,night
46469,MIL201904060,usedh,false
46470,MIL201904060,umphome,carav901
46471,MIL201904060,ump1b,laynj901
46472,MIL201904060,ump2b,wendh902
46473,MIL201904060,ump3b,bakej902
46474,MIL201904060,howscored,park
46475,MIL201904060,pitches,pitches
46476,MIL201904060,oscorer,odrit701
46477,MIL201904060,temp,63
46478,MIL201904060,winddir,unknown
46479,MIL201904060,windspeed,0
46480,MIL201904060,fieldcond,unknown
46481,MIL201904060,precip,unknown
46482,MIL201904060,sky,dome
46483,MIL201904060,timeofgame,234
46484,MIL201904060,attendance,42790
46485,MIL201904060,wp,hamec001
46486,MIL201904060,lp,burnc002
46487,MIL201904060,save,
46488,MIL201904070,visteam,CHN
46489,MIL201904070,hometeam,MIL
46490,MIL201904070,site,MIL06
46491,MIL201904070,date,2019/04/07
46492,MIL201904070,number,0
46493,MIL201904070,starttime,1:10PM
46494,MIL201904070,daynight,day
46495,MIL201904070,usedh,false
46496,MIL201904070,umphome,laynj901
46497,MIL201904070,ump1b,wendh902
46498,MIL201904070,ump2b,bakej902
46499,MIL201904070,ump3b,carav901
46500,MIL201904070,howscored,park
46501,MIL201904070,pitches,pitches
46502,MIL201904070,oscorer,odrit701
46503,MIL201904070,temp,64
46504,MIL201904070,winddir,unknown
46505,MIL201904070,windspeed,0
46506,MIL201904070,fieldcond,unknown
46507,MIL201904070,precip,unknown
46508,MIL201904070,sky,dome
46509,MIL201904070,timeofgame,184
46510,MIL201904070,attendance,40322
46511,MIL201904070,wp,daviz001
46512,MIL201904070,lp,hendk001
46513,MIL201904070,save,hadej001
46514,MIL201904150,visteam,SLN
46515,MIL201904150,hometeam,MIL
46516,MIL201904150,site,MIL06
46517,MIL201904150,date,2019/04/15
46518,MIL201904150,number,0
46519,MIL201904150,starttime,6:41PM
46520,MIL201904150,daynight,night
46521,MIL201904150,usedh,false
46522,MIL201904150,umphome,kulpr901
46523,MIL201904150,ump1b,fostm901
46524,MIL201904150,ump2b,lentn901
46525,MIL201904150,ump3b,mealj901
46526,MIL201904150,howscored,park
46527,MIL201904150,pitches,pitches
46528,MIL201904150,oscorer,odrit701
46529,MIL201904150,temp,61
46530,MIL201904150,winddir,unknown
46531,MIL201904150,windspeed,0
46532,MIL201904150,fieldcond,unknown
46533,MIL201904150,precip,unknown
46534,MIL201904150,sky,dome
46535,MIL201904150,timeofgame,231
46536,MIL201904150,attendance,28199
46537,MIL201904150,wp,guerj003
46538,MIL201904150,lp,mayem001
46539,MIL201904150,save,
46540,MIL201904160,visteam,SLN
46541,MIL201904160,hometeam,MIL
46542,MIL201904160,site,MIL06
46543,MIL201904160,date,2019/04/16
46544,MIL201904160,number,0
46545,MIL201904160,starttime,6:41PM
46546,MIL201904160,daynight,night
46547,MIL201904160,usedh,false
46548,MIL201904160,umphome,fostm901
46549,MIL201904160,ump1b,lentn901
46550,MIL201904160,ump2b,mealj901
46551,MIL201904160,ump3b,blasc901
46552,MIL201904160,howscored,park
46553,MIL201904160,pitches,pitches
46554,MIL201904160,oscorer,franw701
46555,MIL201904160,temp,64
46556,MIL201904160,winddir,unknown
46557,MIL201904160,windspeed,0
46558,MIL201904160,fieldcond,unknown
46559,MIL201904160,precip,unknown
46560,MIL201904160,sky,dome
46561,MIL201904160,timeofgame,193
46562,MIL201904160,attendance,30260
46563,MIL201904160,wp,woodb005
46564,MIL201904160,lp,flahj002
46565,MIL201904160,save,
46566,MIL201904170,visteam,SLN
46567,MIL201904170,hometeam,MIL
46568,MIL201904170,site,MIL06
46569,MIL201904170,date,2019/04/17
46570,MIL201904170,number,0
46571,MIL201904170,starttime,12:41PM
46572,MIL201904170,daynight,day
46573,MIL201904170,usedh,false
46574,MIL201904170,umphome,lentn901
46575,MIL201904170,ump1b,mealj901
46576,MIL201904170,ump2b,blasc901
46577,MIL201904170,ump3b,fostm901
46578,MIL201904170,howscored,park
46579,MIL201904170,pitches,pitches
46580,MIL201904170,oscorer,odrit701
46581,MIL201904170,temp,61
46582,MIL201904170,winddir,unknown
46583,MIL201904170,windspeed,0
46584,MIL201904170,fieldcond,unknown
46585,MIL201904170,precip,unknown
46586,MIL201904170,sky,dome
46587,MIL201904170,timeofgame,175
46588,MIL201904170,attendance,29817
46589,MIL201904170,wp,wachm001
46590,MIL201904170,lp,burnc002
46591,MIL201904170,save,hickj002
46592,MIL201904180,visteam,LAN
46593,MIL201904180,hometeam,MIL
46594,MIL201904180,site,MIL06
46595,MIL201904180,date,2019/04/18
46596,MIL201904180,number,0
46597,MIL201904180,starttime,7:10PM
46598,MIL201904180,daynight,night
46599,MIL201904180,usedh,false
46600,MIL201904180,umphome,kellj901
46601,MIL201904180,ump1b,onorb901
46602,MIL201904180,ump2b,hoyej901
46603,MIL201904180,ump3b,rippm901
46604,MIL201904180,howscored,park
46605,MIL201904180,pitches,pitches
46606,MIL201904180,oscorer,odrit701
46607,MIL201904180,temp,64
46608,MIL201904180,winddir,unknown
46609,MIL201904180,windspeed,0
46610,MIL201904180,fieldcond,unknown
46611,MIL201904180,precip,unknown
46612,MIL201904180,sky,dome
46613,MIL201904180,timeofgame,182
46614,MIL201904180,attendance,33281
46615,MIL201904180,wp,uriaj001
46616,MIL201904180,lp,albem001
46617,MIL201904180,save,jansk001
46618,MIL201904190,visteam,LAN
46619,MIL201904190,hometeam,MIL
46620,MIL201904190,site,MIL06
46621,MIL201904190,date,2019/04/19
46622,MIL201904190,number,0
46623,MIL201904190,starttime,7:10PM
46624,MIL201904190,daynight,night
46625,MIL201904190,usedh,false
46626,MIL201904190,umphome,onorb901
46627,MIL201904190,ump1b,hoyej901
46628,MIL201904190,ump2b,rippm901
46629,MIL201904190,ump3b,kellj901
46630,MIL201904190,howscored,park
46631,MIL201904190,pitches,pitches
46632,MIL201904190,oscorer,odrit701
46633,MIL201904190,temp,64
46634,MIL201904190,winddir,unknown
46635,MIL201904190,windspeed,0
46636,MIL201904190,fieldcond,unknown
46637,MIL201904190,precip,unknown
46638,MIL201904190,sky,dome
46639,MIL201904190,timeofgame,227
46640,MIL201904190,attendance,36776
46641,MIL201904190,wp,baezp001
46642,MIL201904190,lp,hadej001
46643,MIL201904190,save,jansk001
46644,MIL201904200,visteam,LAN
46645,MIL201904200,hometeam,MIL
46646,MIL201904200,site,MIL06
46647,MIL201904200,date,2019/04/20
46648,MIL201904200,number,0
46649,MIL201904200,starttime,6:10PM
46650,MIL201904200,daynight,night
46651,MIL201904200,usedh,false
46652,MIL201904200,umphome,hoyej901
46653,MIL201904200,ump1b,rippm901
46654,MIL201904200,ump2b,kellj901
46655,MIL201904200,ump3b,onorb901
46656,MIL201904200,howscored,park
46657,MIL201904200,pitches,pitches
46658,MIL201904200,oscorer,odrit701
46659,MIL201904200,temp,66
46660,MIL201904200,winddir,unknown
46661,MIL201904200,windspeed,0
46662,MIL201904200,fieldcond,unknown
46663,MIL201904200,precip,unknown
46664,MIL201904200,sky,dome
46665,MIL201904200,timeofgame,171
46666,MIL201904200,attendance,40402
46667,MIL201904200,wp,andec001
46668,MIL201904200,lp,ryu-h001
46669,MIL201904200,save,
46670,MIL201904210,visteam,LAN
46671,MIL201904210,hometeam,MIL
46672,MIL201904210,site,MIL06
46673,MIL201904210,date,2019/04/21
46674,MIL201904210,number,0
46675,MIL201904210,starttime,1:11PM
46676,MIL201904210,daynight,day
46677,MIL201904210,usedh,false
46678,MIL201904210,umphome,rippm901
46679,MIL201904210,ump1b,kellj901
46680,MIL201904210,ump2b,onorb901
46681,MIL201904210,ump3b,hoyej901
46682,MIL201904210,howscored,park
46683,MIL201904210,pitches,pitches
46684,MIL201904210,oscorer,olsod701
46685,MIL201904210,temp,72
46686,MIL201904210,winddir,rtol
46687,MIL201904210,windspeed,7
46688,MIL201904210,fieldcond,unknown
46689,MIL201904210,precip,unknown
46690,MIL201904210,sky,cloudy
46691,MIL201904210,timeofgame,193
46692,MIL201904210,attendance,32054
46693,MIL201904210,wp,jansk001
46694,MIL201904210,lp,hadej001
46695,MIL201904210,save,
46696,MIL201904290,visteam,COL
46697,MIL201904290,hometeam,MIL
46698,MIL201904290,site,MIL06
46699,MIL201904290,date,2019/04/29
46700,MIL201904290,number,0
46701,MIL201904290,starttime,6:40PM
46702,MIL201904290,daynight,night
46703,MIL201904290,usedh,false
46704,MIL201904290,umphome,nelsj901
46705,MIL201904290,ump1b,viscj901
46706,MIL201904290,ump2b,diazl901
46707,MIL201904290,ump3b,conrc901
46708,MIL201904290,howscored,park
46709,MIL201904290,pitches,pitches
46710,MIL201904290,oscorer,odrit701
46711,MIL201904290,temp,61
46712,MIL201904290,winddir,unknown
46713,MIL201904290,windspeed,0
46714,MIL201904290,fieldcond,unknown
46715,MIL201904290,precip,unknown
46716,MIL201904290,sky,dome
46717,MIL201904290,timeofgame,158
46718,MIL201904290,attendance,23356
46719,MIL201904290,wp,daviz001
46720,MIL201904290,lp,freek001
46721,MIL201904290,save,
46722,MIL201904300,visteam,COL
46723,MIL201904300,hometeam,MIL
46724,MIL201904300,site,MIL06
46725,MIL201904300,date,2019/04/30
46726,MIL201904300,number,0
46727,MIL201904300,starttime,6:40PM
46728,MIL201904300,daynight,night
46729,MIL201904300,usedh,false
46730,MIL201904300,umphome,viscj901
46731,MIL201904300,ump1b,diazl901
46732,MIL201904300,ump2b,conrc901
46733,MIL201904300,ump3b,nelsj901
46734,MIL201904300,howscored,park
46735,MIL201904300,pitches,pitches
46736,MIL201904300,oscorer,odrit701
46737,MIL201904300,temp,60
46738,MIL201904300,winddir,unknown
46739,MIL201904300,windspeed,0
46740,MIL201904300,fieldcond,unknown
46741,MIL201904300,precip,unknown
46742,MIL201904300,sky,dome
46743,MIL201904300,timeofgame,142
46744,MIL201904300,attendance,25673
46745,MIL201904300,wp,chacj001
46746,MIL201904300,lp,marqg001
46747,MIL201904300,save,hadej001
46748,MIL201905010,visteam,COL
46749,MIL201905010,hometeam,MIL
46750,MIL201905010,site,MIL06
46751,MIL201905010,date,2019/05/01
46752,MIL201905010,number,0
46753,MIL201905010,starttime,6:41PM
46754,MIL201905010,daynight,night
46755,MIL201905010,usedh,false
46756,MIL201905010,umphome,diazl901
46757,MIL201905010,ump1b,conrc901
46758,MIL201905010,ump2b,nelsj901
46759,MIL201905010,ump3b,viscj901
46760,MIL201905010,howscored,park
46761,MIL201905010,pitches,pitches
46762,MIL201905010,oscorer,franw701
46763,MIL201905010,temp,62
46764,MIL201905010,winddir,unknown
46765,MIL201905010,windspeed,0
46766,MIL201905010,fieldcond,unknown
46767,MIL201905010,precip,unknown
46768,MIL201905010,sky,dome
46769,MIL201905010,timeofgame,224
46770,MIL201905010,attendance,28780
46771,MIL201905010,wp,estec001
46772,MIL201905010,lp,burnc002
46773,MIL201905010,save,
46774,MIL201905020,visteam,COL
46775,MIL201905020,hometeam,MIL
46776,MIL201905020,site,MIL06
46777,MIL201905020,date,2019/05/02
46778,MIL201905020,number,0
46779,MIL201905020,starttime,12:11PM
46780,MIL201905020,daynight,day
46781,MIL201905020,usedh,false
46782,MIL201905020,umphome,conrc901
46783,MIL201905020,ump1b,nelsj901
46784,MIL201905020,ump2b,viscj901
46785,MIL201905020,ump3b,diazl901
46786,MIL201905020,howscored,park
46787,MIL201905020,pitches,pitches
46788,MIL201905020,oscorer,odrit701
46789,MIL201905020,temp,63
46790,MIL201905020,winddir,unknown
46791,MIL201905020,windspeed,0
46792,MIL201905020,fieldcond,unknown
46793,MIL201905020,precip,unknown
46794,MIL201905020,sky,dome
46795,MIL201905020,timeofgame,204
46796,MIL201905020,attendance,21319
46797,MIL201905020,wp,grayj003
46798,MIL201905020,lp,peraf001
46799,MIL201905020,save,
46800,MIL201905030,visteam,NYN
46801,MIL201905030,hometeam,MIL
46802,MIL201905030,site,MIL06
46803,MIL201905030,date,2019/05/03
46804,MIL201905030,number,0
46805,MIL201905030,starttime,7:11PM
46806,MIL201905030,daynight,night
46807,MIL201905030,usedh,false
46808,MIL201905030,umphome,demud901
46809,MIL201905030,ump1b,herna901
46810,MIL201905030,ump2b,hicke901
46811,MIL201905030,ump3b,torrc901
46812,MIL201905030,howscored,park
46813,MIL201905030,pitches,pitches
46814,MIL201905030,oscorer,odrit701
46815,MIL201905030,temp,62
46816,MIL201905030,winddir,unknown
46817,MIL201905030,windspeed,0
46818,MIL201905030,fieldcond,unknown
46819,MIL201905030,precip,unknown
46820,MIL201905030,sky,dome
46821,MIL201905030,timeofgame,181
46822,MIL201905030,attendance,32550
46823,MIL201905030,wp,woodb005
46824,MIL201905030,lp,matzs001
46825,MIL201905030,save,hadej001
46826,MIL201905040,visteam,NYN
46827,MIL201905040,hometeam,MIL
46828,MIL201905040,site,MIL06
46829,MIL201905040,date,2019/05/04
46830,MIL201905040,number,0
46831,MIL201905040,starttime,6:10PM
46832,MIL201905040,daynight,night
46833,MIL201905040,usedh,false
46834,MIL201905040,umphome,herna901
46835,MIL201905040,ump1b,hicke901
46836,MIL201905040,ump2b,torrc901
46837,MIL201905040,ump3b,demud901
46838,MIL201905040,howscored,park
46839,MIL201905040,pitches,pitches
46840,MIL201905040,oscorer,odrit701
46841,MIL201905040,temp,65
46842,MIL201905040,winddir,unknown
46843,MIL201905040,windspeed,0
46844,MIL201905040,fieldcond,unknown
46845,MIL201905040,precip,unknown
46846,MIL201905040,sky,dome
46847,MIL201905040,timeofgame,322
46848,MIL201905040,attendance,39565
46849,MIL201905040,wp,willt003
46850,MIL201905040,lp,flexc001
46851,MIL201905040,save,
46852,MIL201905050,visteam,NYN
46853,MIL201905050,hometeam,MIL
46854,MIL201905050,site,MIL06
46855,MIL201905050,date,2019/05/05
46856,MIL201905050,number,0
46857,MIL201905050,starttime,1:10PM
46858,MIL201905050,daynight,day
46859,MIL201905050,usedh,false
46860,MIL201905050,umphome,hicke901
46861,MIL201905050,ump1b,torrc901
46862,MIL201905050,ump2b,demud901
46863,MIL201905050,ump3b,herna901
46864,MIL201905050,howscored,park
46865,MIL201905050,pitches,pitches
46866,MIL201905050,oscorer,odrit701
46867,MIL201905050,temp,70
46868,MIL201905050,winddir,rtol
46869,MIL201905050,windspeed,9
46870,MIL201905050,fieldcond,unknown
46871,MIL201905050,precip,unknown
